date,federationId,match_link,season,serie,arena,home_team,away_team,domare1,domare2
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605211,2025/26,Pojkar Grön Klass C,Ljungsbro Sporthall,234002091,Solfjäderstaden IBK P17,Linköping IBK Ungdom P17-18 Tallboda Svart,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605212,2025/26,Pojkar Grön Klass C,Ljungsbro Sporthall,234002092,Solfjäderstaden IBK P17 2,Linköping IBK Ungdom P17-18 Tallboda Vit,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605231,2025/26,Pojkar Grön Klass C,Kungsängshallen,234002111,Solfjäderstaden IBK P 17 3,Linköping IBK Ungdom P17 Gottfridsberg,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605232,2025/26,Pojkar Grön Klass C,Kungsängshallen,234002112,Hjulsbro IK P-2018 blå,Brokinds IF P 17/18 D,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605213,2025/26,Pojkar Grön Klass C,Ljungsbro Sporthall,234002093,Mjölby IBK P 17 Gul,Vidingsjö MOIF p-17,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605214,2025/26,Pojkar Grön Klass C,Ljungsbro Sporthall,234002094,Mjölby IBK P 17 Svart,Hjulsbro IK P-2017 vit,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605233,2025/26,Pojkar Grön Klass C,Kungsängshallen,234002113,Hjulsbro IK P-2018 röd,Solfjäderstaden IBK P 18 1,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605234,2025/26,Pojkar Grön Klass C,Kungsängshallen,234002114,Brokinds IF P 17/18,KFUM Norrköping IBF P17-18 Blå,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605215,2025/26,Pojkar Grön Klass C,Ljungsbro Sporthall,234002095,Linköping IBK Ungdom P17-18 Tallboda Svart,Bergs IK P 17 Svart,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605216,2025/26,Pojkar Grön Klass C,Ljungsbro Sporthall,234002096,Linköping IBK Ungdom P17-18 Tallboda Vit,Bergs IK P 17 Vit,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605235,2025/26,Pojkar Grön Klass C,Kungsängshallen,234002115,Linköping IBK Ungdom P17 Gottfridsberg,KFUM Norrköping IBF P17-18 Vit,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605236,2025/26,Pojkar Grön Klass C,Kungsängshallen,234002116,Brokinds IF P 17/18 D,Solfjäderstaden IBK P 17 3,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605217,2025/26,Pojkar Grön Klass C,Ljungsbro Sporthall,234002097,Solfjäderstaden IBK P17,Mjölby IBK P 17 Gul,,
2025-11-22,16,https://stats.innebandy.se/sasong/43/serie/41645/match/1605218,2025/26,Pojkar Grön Klass C,Ljungsbro Sporthall,234002098,Solfjäderstaden IBK P17 2,Mjölby IBK P 17 Svart,,
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41230/match/1631166,2025/26,Damer Division 1 GUD Grupp A,Maserhallen,034001023,IBF Borlänge,Storvreta Ungdom IBK,William Lundström,Mattias Papmehl-Dufay
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41448/match/1579778,2025/26,Damer Division 2 Dalarna/Gävleborg Grupp B,Uw-Tech Arena 1,034002024,Falun IBK,Sundborns GOIF/Envikens IF,Johan Forsström,Mohmmed Hussein
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41448/match/1579775,2025/26,Damer Division 2 Dalarna/Gävleborg Grupp B,Långshyttans Sporthall,034002021,IBK Hedemora Borg,FBC Bollnäs,Hajrudin Omerbasic,Senad Omerbasic
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41332/match/1579706,2025/26,Damer Division 2 Dalarna/Gävleborg Grupp A,Alfahallen - Gavlehov,034042024,Gävle GIK,KFUM Falun,Roger Morin,Mats Fernlund
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/40698/match/1571498,2025/26,Division 1 Herrar Östra,Alfahallen - Gavlehov,580031050,IBK Runsten,IBF Borlänge,August Ericsson,Moltas Gunnarsson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/40698/match/1571499,2025/26,Division 1 Herrar Östra,Bilkompaniet Arena,580031051,KAIS Mora IF,Björklinge BK,Tim Green,Fredrik Landin
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41456/match/1634011,2025/26,Flickor Blå Division 2 Dalarna,Leksandshallen A,034025016,LI20 IBF,Digers BK,Kajsa Wilén,Axel Bolander
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41456/match/1634013,2025/26,Flickor Blå Division 2 Dalarna,Bilkompaniet Arena B,034025018,KAIS Mora UIF Svart,Envikens IF,Vidar Pettersson,Emil Gebert
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41460/match/1580339,2025/26,Flickor Röd Division 1 Dalarna/Gävleborg,Novahallen - Gavlehov,030091024,Gävle GIK,Strömsbro IF,Vincent Lind,Gustaf Wallinder
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41460/match/1580338,2025/26,Flickor Röd Division 1 Dalarna/Gävleborg,Hoforshallen,030091023,Hofors IBK,Sandvikens AIK,Melvin Persson,Mattias Dahlqvist
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41461/match/1621450,2025/26,Flickor Röd Division 2 Dalarna/Gävleborg,Bilkompaniet Arena,034034044,KAIS Mora UIF,LI20 IBF,Conny Törehed,Joakim Göstas
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41461/match/1621449,2025/26,Flickor Röd Division 2 Dalarna/Gävleborg,Lugnet D,034034043,KFUM Falun,Envikens IF/Sundborns GoIF,Molly Bengtsson,Axel Göras
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41461/match/1621451,2025/26,Flickor Röd Division 2 Dalarna/Gävleborg,Lugnet D,034034045,IBF Falun Ungdom och Barn,Samuelsdals IF,Olof Bergdahl,Axel Göras
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41461/match/1621453,2025/26,Flickor Röd Division 2 Dalarna/Gävleborg,Bergviks Idrottshall,034034047,Söderhamns IBF F1112,Storviks IF,Johnas Hallin,Adam Hoek
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41462/match/1582114,2025/26,Flickor Röd Division 3 Dalarna,Bilkompaniet Arena,034022044,KAIS Mora UIF,LI20 IBF/Rättviks IBF,Joakim Göstas,Rasmus Olmats
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41462/match/1582116,2025/26,Flickor Röd Division 3 Dalarna,Uw-Tech Arena 2,034022046,IBF Falun Ungdom och Barn,Samuelsdals IF,Filip Vejgården,Liam Andersson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41463/match/1605002,2025/26,Flickor Röd Division 4 Dalarna,Uw-Tech Arena 1,034023024,Samuelsdals IF,IBF Hedemora,Olof Bergdahl,Mohamad Ossaid Haj Ali
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41463/match/1605001,2025/26,Flickor Röd Division 4 Dalarna,Rättviks Sporthall,034023023,Rättviks IBF/LI20 IBF,IBF Ludvika,Hajrudin Omerbasic,Senad Omerbasic
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41445/match/1578593,2025/26,Herrar Division 3 Dalarna/Gävleborg,Valbo Sportcentrum,034004048,Valbo AIF,Strömsbro IF 2,Anders Löfgren,Reine Schröder
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41445/match/1578590,2025/26,Herrar Division 3 Dalarna/Gävleborg,Novahallen - Gavlehov,034004045,Gävle GIK 3,KAIS Mora UIF,Rikard Karlsson,Alfons Eriksson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41446/match/1579009,2025/26,Herrar Division 4 Dalarna/Gävleborg,Gyllehallen,034005032,Spraxkya SK,Sandvikens AIK 2,Joacim Svensson,Camilla Eriksson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41446/match/1579007,2025/26,Herrar Division 4 Dalarna/Gävleborg,Markushallen,034005030,IBF Lokomotiv Avesta,IK Ljusdal,Nicklas Hildensjö,Hamzah Yahia
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41446/match/1579006,2025/26,Herrar Division 4 Dalarna/Gävleborg,Nynäshallen,034005029,IBK Runsten 2,Envikens IF Herr,Magnus Undén,Daniel Ahlin
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41446/match/1579008,2025/26,Herrar Division 4 Dalarna/Gävleborg,Lugnet C,034005031,Sundborns GOIF,LI20 IBF 2,Olle Gahnshag,Camilla Eriksson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41443/match/1579203,2025/26,Herrar Division 5 Dalarna norra,Mockfjärds Sporthall,037654022,IBF Gagnef 2,Nås IF,Jonatan Åcerclinth,Larssa Wattberg
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41443/match/1579204,2025/26,Herrar Division 5 Dalarna norra,Paradishallen,037654023,IBF Borlänge 2,Rättviks IBF,Helmer Carlsson,Phichet Phaetaya
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41451/match/1580088,2025/26,Herrjuniorer GUD,Uw-Tech Arena 1,034010037,IBF Falun Utveckling Svart,IBK Runsten,Johan Forsström,Mohamad Ossaid Haj Ali
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41550/match/1591544,2025/26,Juniorallsvenskan B DJ18,Bilkompaniet Arena,580731036,KAIS Mora UIF,Strömsbro IF,Conny Törehed,Rasmus Olmats
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41540/match/1591457,2025/26,Juniorallsvenskan B HJ18,Åkersviks Sporthall,580701039,Sundsvall FBC Ungdom,IBF Falun Utveckling,Robin Palander,Teodor Lundgren
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41452/match/1621344,2025/26,Pojkar 16 GUD,Alfahallen - Gavlehov,034012028,Gävle GIK,Sundsvall FBC Ungdom/IBK Njutånger,Roger Morin,Mats Fernlund
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41452/match/1621346,2025/26,Pojkar 16 GUD,Timrå Sporthall,034012030,Timrå IBC/Vattjoms IK Ungdom,Strömsbro IF,Santiago Bedoya,Teodor Lundgren
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41452/match/1621343,2025/26,Pojkar 16 GUD,Ornäs Sporthall,034012027,IBF Borlänge,IBF Gagnef,Erik Lilliehöök,Emil Jansson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41452/match/1621342,2025/26,Pojkar 16 GUD,Uw-Tech Arena 1,034012026,IBF Falun Utveckling/IBF Falun UoB,Bälinge IF,Johan Forsström,Mohmmed Hussein
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41464/match/1634566,2025/26,Pojkar Blå Division 1 Dalarna mellersta,Mockfjärds Sporthall,034015014,IBF Gagnef,IBF Borlänge Blå,Farahnaz Monavari,Milly Olsson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41465/match/1634523,2025/26,Pojkar Blå Division 1 Dalarna norra,Orsa Sporthall,034016013,Digers BK,KAIS Mora UIF Röd,Theo Bysell,Edvin Frykberg
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/42153/match/1634393,2025/26,Pojkar Blå Division 1 Dalarna södra,Markushallen,034039015,Krylbo AIS,IBF Hedemora,Nicklas Hildensjö,Hamzah Yahia
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/42153/match/1663060,2025/26,Pojkar Blå Division 1 Dalarna södra,Bergahallen,034039054,Smedjebackens IBK,Ornäs IK,Eddy Ramquist,Simon Jansson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41467/match/1601210,2025/26,Pojkar Blå Division 2 Dalarna mellersta,Mockfjärds Sporthall,034018021,IBF Gagnef,Nås IF/Dala-Floda IF,Milly Olsson,Farahnaz Monavari
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41466/match/1601335,2025/26,Pojkar Blå Division 2 Dalarna norra,Leksandshallen A,034017014,LI20 IBF Blå,Malungs IBK,Kajsa Wilén,Axel Bolander
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41468/match/1601279,2025/26,Pojkar Blå Division 2 Dalarna södra,Västra skolan,034019024,IBF Falun UoB Rosa,Samuelsdals IF,Elin Karin Johansson,Edvin Johansson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41469/match/1659512,2025/26,Pojkar Grön Division 1 Dalarna (2016),Haraldsbo Sporthall,034020059,Samuelsdals IF Vit,Krylbo AIS 2,Sixten Sandö,Gustav Svensson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41469/match/1659514,2025/26,Pojkar Grön Division 1 Dalarna (2016),Haraldsbo Sporthall,034020060,Bjursås IK,Krylbo AIS 1,Melker Dahlbom,Theodor Norell
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41469/match/1659515,2025/26,Pojkar Grön Division 1 Dalarna (2016),Haraldsbo Sporthall,034020061,Krylbo AIS 1,Samuelsdals IF Vit,Sixten Sandö,Gustav Svensson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41469/match/1659517,2025/26,Pojkar Grön Division 1 Dalarna (2016),Haraldsbo Sporthall,034020062,Krylbo AIS 2,Bjursås IK,Melker Dahlbom,Theodor Norell
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41469/match/1659519,2025/26,Pojkar Grön Division 1 Dalarna (2016),Haraldsbo Sporthall,034020063,Krylbo AIS 1,Krylbo AIS 2,Sixten Sandö,Gustav Svensson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41469/match/1659520,2025/26,Pojkar Grön Division 1 Dalarna (2016),Haraldsbo Sporthall,034020064,Bjursås IK,Samuelsdals IF Vit,Melker Dahlbom,Theodor Norell
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660229,2025/26,Pojkar Grön Division 2 Dalarna (2017),Lugnet C,034021039,Söderbärke Goif,Krylbo AIS 2,Wilmer Persson,Arvid Vikström
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660230,2025/26,Pojkar Grön Division 2 Dalarna (2017),Lugnet C,034021040,Krylbo AIS 1,IBF Falun UoB Vit,Clara Jorstig,Milla Norman
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660249,2025/26,Pojkar Grön Division 2 Dalarna (2017),Västra skolan,034021057,KFUM Falun Röd,KFUM Falun Svart,My Enberg,Tyra Kallur
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660250,2025/26,Pojkar Grön Division 2 Dalarna (2017),Västra skolan,034021058,Samuelsdals IF Orange,IBF Falun UoB Rosa,Kim Östlund,Karl Ahlenius
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660232,2025/26,Pojkar Grön Division 2 Dalarna (2017),Lugnet C,034021041,IBF Falun UoB Röd,Söderbärke Goif,Wilmer Persson,Arvid Vikström
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660233,2025/26,Pojkar Grön Division 2 Dalarna (2017),Lugnet C,034021042,IBF Falun UoB Vit,Krylbo AIS 2,Clara Jorstig,Milla Norman
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660251,2025/26,Pojkar Grön Division 2 Dalarna (2017),Västra skolan,034021059,IBF Falun UoB Rosa,KFUM Falun Röd,Linnea Lennholm,Tyra Kallur
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660252,2025/26,Pojkar Grön Division 2 Dalarna (2017),Västra skolan,034021060,KFUM Falun Svart,Samuelsdals IF Orange,Kim Östlund,Karl Ahlenius
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660234,2025/26,Pojkar Grön Division 2 Dalarna (2017),Lugnet C,034021043,Söderbärke Goif,Krylbo AIS 1,Wilmer Persson,Arvid Vikström
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660235,2025/26,Pojkar Grön Division 2 Dalarna (2017),Lugnet C,034021044,Krylbo AIS 2,IBF Falun UoB Röd,Clara Jorstig,Milla Norman
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660254,2025/26,Pojkar Grön Division 2 Dalarna (2017),Västra skolan,034021061,IBF Falun UoB Rosa,KFUM Falun Svart,Linnea Lennholm,Tea Jutesund
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1660255,2025/26,Pojkar Grön Division 2 Dalarna (2017),Västra skolan,034021062,Samuelsdals IF Orange,KFUM Falun Röd,Kim Östlund,Karl Ahlenius
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1664782,2025/26,Pojkar Grön Division 2 Dalarna (2017),Lugnet C,034021226,IBF Falun UoB Vit,Söderbärke Goif,Wilmer Persson,Arvid Vikström
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41470/match/1664783,2025/26,Pojkar Grön Division 2 Dalarna (2017),Lugnet C,034021227,Krylbo AIS 1,IBF Falun UoB Röd,Clara Jorstig,Milla Norman
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41472/match/1600727,2025/26,Pojkar Röd Division 1 Dalarna/Gävleborg,Lugnet C,034013027,IBF Falun UoB 2011,LI20 IBF,Mikael Svenske,Lina Croner
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41472/match/1600728,2025/26,Pojkar Röd Division 1 Dalarna/Gävleborg,Lugnet C,034013028,IBF Falun UoB/IBF Falun Utveckling,Samuelsdals IF,Olle Gahnshag,Camilla Eriksson
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41474/match/1600807,2025/26,Pojkar Röd Division 3 Dalarna norra,Uw-Tech Arena 2,034029017,Bjursås IK,IBF Borlänge Blå,Theodor Eriksson,Felix Tinnerholm
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41474/match/1600809,2025/26,Pojkar Röd Division 3 Dalarna norra,Lugnet D,034029019,KFUM Falun,IBF Falun UoB Svart,Molly Bengtsson,Axel Göras
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41507/match/1600866,2025/26,Pojkar Röd Division 3 Dalarna södra,Långshyttans Sporthall,034037020,Långshyttans IBK,Sundborns GOIF,Mohmmed Hussein,Farid Hasan
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41507/match/1600864,2025/26,Pojkar Röd Division 3 Dalarna södra,Skäve Arena,034037018,IBF Säter 1,IBF Falun UoB Rosa,Lukas Larsson,Christer Sundberg
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/41508/match/1582044,2025/26,Pojkar Röd Division 4 Dalarna södra,Uw-Tech Arena 2,034038016,IBF Falun UoB 2014,Envikens IF,Theodor Eriksson,Felix Tinnerholm
2025-11-23,18,https://stats.innebandy.se/sasong/43/serie/42256/match/1668302,2025/26,Träningsmatcher Dalarna 25/26,Lugnet A,039765042,IBF Falun Ungdom och Barn P2015,"Sundborns GOIF P 16 (Grön 1, Blå 2)",Clara Jorstig,Milla Norman
2025-11-23,19,https://stats.innebandy.se/sasong/43/serie/40695/match/1571656,2025/26,SSL - Svenska Superligan Damer,ICA Maxi Arena,580020076,Endre IF,Storvreta IBK,Thomas Jonsson,Roger Nilsson
2025-11-23,19,https://stats.innebandy.se/sasong/43/serie/41972/match/1646849,2025/26,GFL Mix,Södervärnshallen,041600013,Buttle Foder & Spannmål,Gråbo 92,Magnus Pettersson,Lars Pedersén
2025-11-23,19,https://stats.innebandy.se/sasong/43/serie/41972/match/1646850,2025/26,GFL Mix,Södervärnshallen,041600014,Sanda IF,IBK Hallfreda,Magnus Pettersson,Lars Pedersén
2025-11-23,19,https://stats.innebandy.se/sasong/43/serie/41972/match/1646852,2025/26,GFL Mix,Södervärnshallen,041600016,Visby IBK Dam,Klinte Bandydos,Sara Gustafsson,Håkan Taxén
2025-11-23,19,https://stats.innebandy.se/sasong/43/serie/42311/match/1646602,2025/26,Pantamera Ljusblå,Klintehallen,041400016,Klintehamns IK PF15-16 Ljusblå,Visby IBK PF16 Lag 2,Hannes Ansén,Theo Pedersén
2025-11-23,19,https://stats.innebandy.se/sasong/43/serie/42312/match/1646683,2025/26,Pantamera Mörkblå,Klintehallen,041401017,Klintehamns IK PF15-16 Mörkblå,Visby IBK P15 Lag 1,Hannes Ansén,Theo Pedersén
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41448/match/1579775,2025/26,Damer Division 2 Dalarna/Gävleborg Grupp B,Långshyttans Sporthall,034002021,IBK Hedemora Borg,FBC Bollnäs,Hajrudin Omerbasic,Senad Omerbasic
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41332/match/1579706,2025/26,Damer Division 2 Dalarna/Gävleborg Grupp A,Alfahallen - Gavlehov,034042024,Gävle GIK,KFUM Falun,Roger Morin,Mats Fernlund
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/40698/match/1571498,2025/26,Division 1 Herrar Östra,Alfahallen - Gavlehov,580031050,IBK Runsten,IBF Borlänge,August Ericsson,Moltas Gunnarsson
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/42733/match/1665972,2025/26,Division 5 Herrar Gävleborg,Rotskärsskolans Sporthall,030042021,Skutskärs IBK 2,Åmots IF,Ronnie Eriksson,Alfons Eriksson
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/42733/match/1665971,2025/26,Division 5 Herrar Gävleborg,Bergby Sporthall,030042020,Norrsundets IF,Wallviks IK 2,Jimmy Löfgren,Michael Hoek
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41476/match/1633597,2025/26,Flickor Blå Division 1 Gävleborg,Testebo Arena,055117019,Strömsbro IF F14,Hofors IBK F13-14,Johan Stefansson,
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41476/match/1633598,2025/26,Flickor Blå Division 1 Gävleborg,Ljusne Idrottshall,055117020,Söderhamns IBF Flickor 2014 2015,Valbo IBF F14-15 Svart,Daniel Holm,Ester Holm
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41964/match/1667110,2025/26,Flickor Blå Division 2 Gävleborg,Testebo Arena,055122086,Strömsbro IF F16 Orange,Gävle GIK F16,Johan Stefansson,
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41964/match/1633540,2025/26,Flickor Blå Division 2 Gävleborg,Centrumhuset,055122040,Åmots IF F14/16,IK Sätra F15-16,Per-Olov Nilsson,Abynabi Debesay
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41460/match/1580339,2025/26,Flickor Röd Division 1 Dalarna/Gävleborg,Novahallen - Gavlehov,030091024,Gävle GIK,Strömsbro IF,Vincent Lind,Gustaf Wallinder
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41460/match/1580338,2025/26,Flickor Röd Division 1 Dalarna/Gävleborg,Hoforshallen,030091023,Hofors IBK,Sandvikens AIK,Melvin Persson,Mattias Dahlqvist
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41461/match/1621453,2025/26,Flickor Röd Division 2 Dalarna/Gävleborg,Bergviks Idrottshall,034034047,Söderhamns IBF F1112,Storviks IF,Johnas Hallin,Adam Hoek
2025-11-23,20,https://stats.innebandy.se/sasong/43/serie/41481/match/1621564,2025/26,Flickor Röd Division 3 Gävleborg,Träffen Arena,055523026,IK Sätra F10-12,Gävle GIK F11-13 Vit,Johannes Ehn,Mattias Dahlqvist
